1579996800,3233,-34
1582416000,113,-69
1584230400,716,-165
1584835200,154,-112
1586044800,239,-70
1586649600,1554,-701
1587254400,397,-222
1587859200,914,-530
1588464000,273,-160
1589068800,434,-177
1589673600,2243,-1538
1590278400,1385,-836
1590883200,1775,-1418
1591488000,832,-636
1592092800,1246,-3031
